CRN,MC_BAG_IND,MC_DVR_BOOTS_IND,MC_DVR_EDC_IND,MC_DVR_EYEPRT_IND,MC_DVR_HLMTDOT_IND,MC_DVR_HLMTON_IND,MC_DVR_HLMT_TYPE,MC_DVR_LNGPNTS_IND,MC_DVR_LNGSLV_IND,MC_ENGINE_SIZE,MC_PASSNGR_IND,MC_PAS_BOOTS_IND,MC_PAS_EYEPRT_IND,MC_PAS_HLMTDOT_IND,MC_PAS_HLMTON_IND,MC_PAS_HLMT_TYPE,MC_PAS_LNGPNTS_IND,MC_PAS_LNGSLV_IND,MC_TRAIL_IND,PC_HDLGHT_IND,PC_HLMT_IND,PC_PASSNGR_IND,PC_REAR_RFLTR_IND,UNIT_NUM
2010094306,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2010096494,U,U,U,Y,Y,Y,1.0,Y,Y,650.0,N,,,,,,,,U,,,,,1
2010096499,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010097412,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2010099804,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010100909,U,U,U,U,N,N,0.0,Y,Y,1300.0,Y,N,N,N,N,0.0,N,N,U,,,,,1
2010103088,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010103098,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010104978,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010105041,N,U,N,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2010105106,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2010113502,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010114562,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2
2010117935,,,,,,,,,,,,,,,,,,,,U,N,Y,U,1
2010118021,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2010118384,N,U,Y,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,3
2010011554,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2011000750,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010016934,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010017078,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2010017262,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2010017266,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2011025693,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2011025781,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2011026328,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010034207,U,Y,Y,Y,Y,Y,1.0,Y,Y,1000.0,N,,,,,,,,U,,,,,1
2010040551,U,Y,Y,Y,U,Y,3.0,Y,U,1200.0,N,,,,,,,,U,,,,,2
2010048823,,,,,,,,,,,,,,,,,,,,N,U,N,U,2
2010048845,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010048886,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010052031,Y,Y,Y,Y,Y,N,2.0,Y,Y,650.0,N,,,,,,,,N,,,,,1
2010058777,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010058800,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2010060293,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010062024,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010062665,,,,,,,,,,,,,,,,,,,,U,U,U,U,2
2010064422,N,N,Y,Y,Y,Y,1.0,N,N,1200.0,N,,,,,,,,N,,,,,1
2010064674,Y,N,U,Y,,,0.0,Y,N,99999.0,N,,,,,,,,N,,,,,2
2010067072,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010069857,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010069997,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010070017,U,U,U,N,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2010070079,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010070727,,,,,,,,,,,,,,,,,,,,U,N,U,U,2
2010070738,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010074385,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2010074543,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010074572,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2010074836,U,N,U,Y,U,Y,1.0,Y,N,99999.0,N,,,,,,,,U,,,,,1
2010074859,U,U,N,U,,,0.0,Y,U,99999.0,N,,,,,,,,N,,,,,2
2010075128,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010081769,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010081812,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010084067,Y,Y,U,Y,Y,Y,3.0,Y,N,901.0,N,,,,,,,,N,,,,,1
2010084128,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010084615,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010087361,N,N,N,Y,Y,Y,1.0,Y,Y,900.0,N,,,,,,,,N,,,,,1
2010088658,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010088667,U,U,U,U,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010088804,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010088823,,,,,,,,,,,,,,,,,,,,U,N,Y,U,2
2010088857,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010088911,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010088954,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2010091229,U,U,U,Y,U,U,9.0,U,U,99999.0,Y,U,Y,U,U,9.0,U,U,N,,,,,1
2010091268,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2010094084,,,,,,,,,,,,,,,,,,,,N,N,N,N,1
2010094192,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2010094251,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010096482,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010099643,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010099753,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010099823,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2010099833,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010101885,N,Y,U,Y,Y,Y,1.0,Y,Y,600.0,N,,,,,,,,N,,,,,1
2010102356,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2010105023,,,,,,,,,,,,,,,,,,,,N,U,N,Y,1
2010105033,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010110809,N,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2010110877,,,,,,,,,,,,,,,,,,,,U,Y,N,Y,2
2010113288,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2010113316,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010113331,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010114561,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2010116357,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010117950,N,N,Y,N,N,N,0.0,Y,Y,250.0,N,,,,,,,,N,,,,,1
2010117970,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010118093,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2010118427,N,N,Y,U,N,Y,1.0,Y,N,99999.0,N,,,,,,,,N,,,,,2
2010121852,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2011001742,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2011001754,U,Y,Y,Y,U,U,1.0,Y,Y,99999.0,N,,,,,,,,U,,,,,1
2010021722,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2011023499,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2011025681,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2011026246,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2011026345,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2010032485,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2010032744,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010038629,,,,,,,,,,,,,,,,,,,,N,Y,N,N,2
2010038761,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010039211,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2010039252,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010039285,,,,,,,,,,,,,,,,,,,,U,U,N,U,3
2010044441,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010048857,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,1
2010052359,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010052395,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010057900,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010059623,N,U,N,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2010060434,N,N,N,Y,Y,Y,1.0,Y,N,600.0,N,,,,,,,,N,,,,,1
2010060470,N,Y,U,Y,Y,Y,1.0,Y,N,600.0,N,,,,,,,,N,,,,,2
2010062295,,,,,,,,,,,,,,,,,,,,N,U,N,Y,2
2010062328,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010067949,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010067965,U,U,Y,Y,U,Y,1.0,Y,Y,99999.0,N,,,,,,,,U,,,,,2
2010069776,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010069871,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010069913,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010069955,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010070018,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010071485,U,U,U,U,U,U,9.0,U,U,0.0,U,,,,,,,,U,,,,,1
2010074373,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010074510,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010074534,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2010074830,U,N,U,Y,U,N,1.0,Y,Y,99999.0,N,,,,,,,,U,,,,,2
2010074984,U,U,N,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2010075892,N,N,U,N,,,0.0,N,N,99999.0,N,,,,,,,,N,,,,,2
2010081741,N,U,Y,Y,Y,Y,1.0,U,N,650.0,N,,,,,,,,N,,,,,1
2010081956,,,,,,,,,,,,,,,,,,,,N,N,N,N,1
2010082129,U,U,U,U,,,0.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2010083815,N,N,N,N,N,N,0.0,Y,Y,99999.0,N,,,,,,,,N,,,,,1
2010084232,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010085995,N,N,U,N,,,0.0,N,N,99999.0,N,,,,,,,,N,,,,,1
2010088678,,,,,,,,,,,,,,,,,,,,N,N,N,U,1
2010088692,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010088748,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010088772,N,N,Y,Y,Y,Y,1.0,Y,N,600.0,N,,,,,,,,N,,,,,1
2010088780,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010088897,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010094122,N,Y,U,Y,Y,Y,1.0,Y,N,1000.0,N,,,,,,,,N,,,,,1
2010094213,U,U,U,U,U,U,9.0,U,U,99999.0,Y,U,U,U,U,9.0,U,U,U,,,,,1
2010094298,N,N,U,Y,Y,N,1.0,Y,N,1000.0,N,,,,,,,,N,,,,,1
2010098346,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010098596,N,Y,U,Y,,,0.0,Y,N,1000.0,N,,,,,,,,N,,,,,1
2010099570,U,U,U,U,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010099623,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010102355,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010103109,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010104908,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2010105641,,,,,,,,,,,,,,,,,,,,N,N,N,N,1
2010105914,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2010111451,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010112457,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010113312,,,,,,,,,,,,,,,,,,,,N,N,N,Y,1
2010113326,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010113500,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010113777,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010117812,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010117917,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010118056,U,U,U,U,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010118066,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010118437,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2010118451,Y,Y,Y,Y,,,0.0,Y,Y,1300.0,N,,,,,,,,N,,,,,1
2010125095,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2011001747,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2011008517,U,U,Y,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2011008526,U,U,N,Y,U,Y,1.0,Y,Y,99999.0,N,,,,,,,,N,,,,,2
2011022585,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2011024924,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2011025377,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2011027739,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010038767,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2010039214,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010039261,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2010040134,Y,Y,Y,Y,Y,Y,1.0,Y,Y,650.0,N,,,,,,,,N,,,,,1
2010044771,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010046754,N,U,U,Y,U,Y,1.0,Y,U,368.0,N,,,,,,,,N,,,,,2
2010058911,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010058988,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010060470,N,N,N,N,Y,Y,1.0,Y,N,600.0,N,,,,,,,,N,,,,,3
2010061925,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010061944,U,U,U,Y,Y,Y,1.0,U,U,1400.0,N,,,,,,,,U,,,,,1
2010064687,N,N,N,N,N,N,0.0,N,N,900.0,N,,,,,,,,N,,,,,2
2010064775,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010069243,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010069655,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010069705,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010069715,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010069734,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010069928,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010070058,U,U,U,N,N,N,0.0,U,U,99999.0,Y,U,N,N,N,0.0,U,U,U,,,,,2
2010074367,,,,,,,,,,,,,,,,,,,,N,N,N,N,1
2010074544,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010074580,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010074840,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010074858,N,Y,N,Y,N,Y,1.0,Y,N,900.0,N,,,,,,,,N,,,,,1
2010075267,Y,N,N,N,U,Y,1.0,Y,Y,954.0,N,,,,,,,,N,,,,,2
2010082104,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010083950,U,U,U,U,,,0.0,U,U,600.0,Y,U,U,N,N,0.0,U,U,U,,,,,1
2010084145,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010088756,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2
2010088910,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010088958,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010091485,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010093319,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010094116,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010094225,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010099724,N,U,U,Y,Y,Y,1.0,Y,U,99999.0,N,,,,,,,,N,,,,,1
2010103052,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010104918,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010104937,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010105020,U,U,U,U,U,U,9.0,U,U,99999.0,U,,,,,,,,U,,,,,1
2010105066,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010110144,N,N,Y,Y,N,N,0.0,N,N,883.0,N,,,,,,,,N,,,,,1
2010110705,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010110749,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2010113314,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2010113827,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010114041,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010117745,N,U,U,U,U,U,9.0,U,Y,99999.0,N,,,,,,,,N,,,,,2
2010117977,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2010117989,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2010122172,,,,,,,,,,,,,,,,,,,,U,Y,N,U,1
2010122531,,,,,,,,,,,,,,,,,,,,N,N,N,U,1
2011008476,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010011553,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2010017087,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010017251,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2
2010024766,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2010028169,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2011026204,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2011026242,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2011026296,,,,,,,,,,,,,,,,,,,,N,N,N,N,3
2011048656,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010038739,U,U,U,U,U,U,9.0,U,U,99999.0,Y,U,U,U,U,9.0,U,U,U,,,,,2
2010039121,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010039135,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010039158,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010044449,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010044557,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2010044612,,,,,,,,,,,,,,,,,,,,N,U,N,Y,2
2010044639,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010044645,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010044835,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2010048545,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010048611,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010048864,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010048875,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010048924,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2010057909,U,U,U,N,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010058796,N,U,U,U,U,Y,9.0,Y,U,99999.0,N,,,,,,,,N,,,,,2
2010059592,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010061937,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2010062027,,,,,,,,,,,,,,,,,,,,U,U,N,U,1
2010062089,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010062285,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2
2010062319,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010062656,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2010064772,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010069248,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010069255,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010069647,,,,,,,,,,,,,,,,,,,,N,N,N,Y,1
2010070666,U,Y,U,U,Y,Y,1.0,Y,Y,99999.0,N,,,,,,,,U,,,,,1
2010071528,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010074039,Y,N,N,N,N,N,0.0,Y,Y,999.0,N,,,,,,,,N,,,,,1
2010074088,N,N,N,N,N,N,0.0,U,U,80.0,N,,,,,,,,N,,,,,2
2010074399,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2010074463,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010074624,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010074829,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010074845,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010074899,U,U,U,U,,,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010075112,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010081780,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010081926,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2010083951,N,Y,N,N,U,U,9.0,Y,N,99999.0,N,,,,,,,,N,,,,,1
2010084613,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2
2010088656,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010088700,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010088814,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010088848,U,N,U,U,U,U,9.0,U,U,99999.0,Y,U,U,U,U,9.0,U,U,N,,,,,1
2010091098,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010093702,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2010093715,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010094100,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2010094128,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2
2010094200,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010094236,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010094722,N,Y,Y,Y,Y,Y,3.0,Y,Y,1250.0,N,,,,,,,,N,,,,,1
2010099829,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2010100885,U,U,U,N,U,N,0.0,Y,N,99999.0,N,,,,,,,,N,,,,,1
2010100914,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010102948,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010103931,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010105889,U,U,U,U,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010110852,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2010113309,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2010113327,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010113621,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010113733,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010114072,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010117696,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,N,,,,,1
2010117907,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010117955,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010117982,N,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,2
2010118032,,,,,,,,,,,,,,,,,,,,N,N,N,U,1
2010011528,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010011570,,,,,,,,,,,,,,,,,,,,U,N,N,U,1
2011000784,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2011001092,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2011008517,U,U,Y,Y,U,U,9.0,Y,Y,99999.0,N,,,,,,,,U,,,,,1
2010028176,,,,,,,,,,,,,,,,,,,,N,U,N,N,2
2010028570,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010032797,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010034170,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010038675,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010038785,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010039125,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2010039128,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2010039256,U,U,U,U,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010040528,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010044477,,,,,,,,,,,,,,,,,,,,N,N,N,U,2
2010044575,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010044607,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010044804,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010044821,,,,,,,,,,,,,,,,,,,,N,N,N,N,2
2010045111,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010045633,Y,Y,Y,Y,Y,Y,1.0,Y,Y,650.0,N,,,,,,,,N,,,,,1
2010046311,U,U,U,U,U,U,9.0,U,U,99999.0,Y,U,U,U,U,9.0,U,U,U,,,,,2
2010048849,,,,,,,,,,,,,,,,,,,,U,U,N,U,2
2010052119,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010052146,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010052354,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010052364,U,U,U,U,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2010053220,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010055885,Y,U,U,U,Y,U,1.0,Y,N,99999.0,N,,,,,,,,N,,,,,2
2010058798,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010058901,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010058909,,,,,,,,,,,,,,,,,,,,U,N,N,U,2
2010058986,U,U,U,Y,U,U,9.0,U,U,99999.0,N,,,,,,,,U,,,,,2
2010059591,U,U,U,N,N,N,0.0,U,U,99999.0,N,,,,,,,,U,,,,,1
2010060290,U,U,U,U,U,U,9.0,U,U,99999.0,N,,,,,,,,N,,,,,1
